Caption	CommandLine	CreationClassName	CreationDate	CSCreationClassName	CSName	Description	ExecutablePath	ExecutionState	Handle	HandleCount	InstallDate	KernelModeTime	MaximumWorkingSetSize	MinimumWorkingSetSize	Name	OSCreationClassName	OSName	OtherOperationCount	OtherTransferCount	PageFaults	PageFileUsage	ParentProcessId	PeakPageFileUsage	PeakVirtualSize	PeakWorkingSetSize	Priority	PrivatePageCount	ProcessId	QuotaNonPagedPoolUsage	QuotaPagedPoolUsage	QuotaPeakNonPagedPoolUsage	QuotaPeakPagedPoolUsage	ReadOperationCount	ReadTransferCount	SessionId	Status	TerminationDate	ThreadCount	UserModeTime	VirtualSize	WindowsVersion	WorkingSetSize	WriteOperationCount	WriteTransferCount																																				
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	#NAME?	#NAME?	"--field-trial-handle=1664,11356707257513468811,1111408149943003233,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	"--app-path=""C:\Users\kiran\AppData\Local\Programs\Microsoft"	VS	"Code\resources\app"""	#NAME?	#NAME?	#NAME?	#NAME?	"--preload=""c:\Users\kiran\AppData\Local\Programs\Microsoft"	VS	"Code\resources\app\out\vs\base\parts\sandbox\electron-browser\preload.js"""	--background-color=#1e1e1e	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201030093326.313903-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	16916	406	313281250	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	222410	20563608	919530	50368	7868	213276	2.21219E+12	260368	8	51576832	16916	29	464	44	475	55614	452287441	1	23	817031250	2.20803E+12	10.0.19041	63369216	29124	436929728			
conhost.exe	\\?\C:\WINDOWS\system32\conhost.exe	#NAME?	#NAME?	80	#NAME?	24	#NAME?	0x554	#NAME?	0x674	Win32_Process	20201030093326.341304-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	\\?\C:\WINDOWS\system32\conhost.exe	16936	97	625000	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	60	4020	2495	1324	15784	1388	2.20341E+12	6204	8	1355776	16936	8	113	9	114	12	30	1	5	312500	2.20341E+12	10.0.19041	5382144	14	1113																												
cmd.exe	C:\Windows\System32\cmd.exe	Win32_Process	20201030093326.345471-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	cmd.exe	C:\Windows\System32\cmd.exe	16944	68	0	1380	200	cmd.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	81	1410	1595	2048	15784	4196	2.20338E+12	4344	8	2097152	16944	6	41	6	41	0	0	1	1	156250	2.20338E+12	10.0.19041	3514368	0	0																																					
CodeHelper.exe	c:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\platform\files\node\watcher\win32\CodeHelper.exe	d:\GitProjects\OfficeWorkProjects\Extract_PDF_Data	Win32_Process	20201030093327.327957-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	CodeHelper.exe	c:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\resources\app\out\vs\platform\files\node\watcher\win32\CodeHelper.exe	17084	200	625000	1380	200	CodeHelper.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	245	6888	4854	7732	15784	8084	141516800	12060	8	7917568	17084	15	197	16	197	13	53598	1	5	781250	134963200	10.0.19041	10883072	0	0																																		
conhost.exe	\??\C:\WINDOWS\system32\conhost.exe	0x4	Win32_Process	20201030093327.344047-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	C:\WINDOWS\system32\conhost.exe	17092	96	0	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	47	2280	3422	6288	17084	6380	2.20342E+12	10920	8	6438912	17092	8	119	8	119	0	0	1	2	156250	2.20342E+12	10.0.19041	4956160	0	0																																				
CodeHelper.exe	c:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\platform\files\node\watcher\win32\CodeHelper.exe	d:\GitProjects\vcfparser	Win32_Process	20201030093328.141848-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	CodeHelper.exe	c:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\resources\app\out\vs\platform\files\node\watcher\win32\CodeHelper.exe	16596	263	937500	1380	200	CodeHelper.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	498	11888	7836	11320	15804	11756	171757568	15420	8	11591680	16596	17	243	19	274	14	54498	1	6	1562500	158126080	10.0.19041	13737984	41	1996																																		
conhost.exe	\??\C:\WINDOWS\system32\conhost.exe	0x4	Win32_Process	20201030093328.219745-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	C:\WINDOWS\system32\conhost.exe	16616	96	156250	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	179	8880	3462	6300	16596	6388	2.20342E+12	10960	8	6451200	16616	8	119	8	119	0	0	1	2	312500	2.20342E+12	10.0.19041	4964352	0	0																																				
conhost.exe	\\?\C:\WINDOWS\system32\conhost.exe	#NAME?	#NAME?	80	#NAME?	24	#NAME?	0x958	#NAME?	0x978	Win32_Process	20201030093333.044888-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	\\?\C:\WINDOWS\system32\conhost.exe	17928	97	937500	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	60	3994	2464	1304	15760	1364	2.20341E+12	6176	8	1335296	17928	8	117	9	118	2	0	1	5	156250	2.20341E+12	10.0.19041	5390336	2	189																												
cmd.exe	C:\Windows\System32\cmd.exe	Win32_Process	20201030093333.049320-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	cmd.exe	C:\Windows\System32\cmd.exe	17936	68	312500	1380	200	cmd.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	78	1238	1598	2052	15760	4200	2.20338E+12	4380	8	2101248	17936	6	41	6	41	0	0	1	1	0	2.20338E+12	10.0.19041	3522560	0	0																																					
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	c:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\json-language-features\server\dist\node\jsonServerMain	#NAME?	#NAME?	Win32_Process	20201030093334.328596-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	17732	214	4375000	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	360	5208	26375	16488	11348	20172	2.21218E+12	70652	8	16883712	17732	16	435	17	435	18	265807	1	8	14375000	2.20788E+12	10.0.19041	62644224	2	415																																
svchost.exe	Win32_Process	20201030093334.950605-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	17472	182	1718750	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	210	3088	5531	2460	1012	4892	2.20341E+12	13224	8	2519040	17472	11	94	13	96	0	0	0	1	1250000	2.2034E+12	10.0.19041	7299072	0	0																																									
conhost.exe	\\?\C:\WINDOWS\system32\conhost.exe	#NAME?	#NAME?	80	#NAME?	24	#NAME?	0xa58	#NAME?	0xad8	Win32_Process	20201030093344.831664-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	\\?\C:\WINDOWS\system32\conhost.exe	15120	97	0	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	60	4020	2486	1336	15784	1392	2.20341E+12	6192	8	1368064	15120	8	117	9	118	10	24	1	5	156250	2.20341E+12	10.0.19041	5472256	7	1022																												
cmd.exe	C:\Windows\System32\cmd.exe	Win32_Process	20201030093344.839753-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	cmd.exe	C:\Windows\System32\cmd.exe	18336	68	312500	1380	200	cmd.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	81	1410	1603	2056	15784	4204	2.20338E+12	4388	8	2105344	18336	6	41	6	41	0	0	1	1	0	2.20338E+12	10.0.19041	3514368	0	0																																					
aesm_service.exe	Win32_Process	20201030093346.869183-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	aesm_service.exe	17532	220	5468750	aesm_service.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	546	19047	8482	2976	1012	4940	4425805824	17860	8	3047424	17532	15	155	19	170	717	2818870	0	2	2187500	4410716160	10.0.19041	11145216	0	0																																									
conhost.exe	\\?\C:\WINDOWS\system32\conhost.exe	#NAME?	#NAME?	80	#NAME?	24	#NAME?	0x900	#NAME?	0x8e8	Win32_Process	20201030093348.571020-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	\\?\C:\WINDOWS\system32\conhost.exe	7516	97	1406250	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	60	3982	2493	1324	15804	1380	2.20341E+12	6176	4	1355776	7516	8	117	9	118	4	6	1	5	156250	2.20341E+12	10.0.19041	5537792	12	351																												
cmd.exe	C:\Windows\System32\cmd.exe	Win32_Process	20201030093348.591719-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	cmd.exe	C:\Windows\System32\cmd.exe	17196	68	312500	1380	200	cmd.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	78	1214	1592	2044	15804	4192	2.20338E+12	4380	4	2093056	17196	6	41	6	41	0	0	1	1	0	2.20338E+12	10.0.19041	3514368	0	0																																					
SocketHeciServer.exe	Win32_Process	20201030093351.569017-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	SocketHeciServer.exe	13512	135	4062500	SocketHeciServer.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	82814	1325216	2519	1476	1012	1568	2.2034E+12	7572	8	1511424	13512	9	81	11	82	6	244	0	2	2656250	2.20339E+12	10.0.19041	5595136	6	160																																									
svchost.exe	Win32_Process	20201030093351.571464-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	13152	402	401875000	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	506138	512655345	311352	5940	1012	22436	2.20347E+12	32380	8	6082560	13152	19	137	929	159	58	5332218	0	13	276562500	2.20345E+12	10.0.19041	15425536	1325	758721647																																									
SgrmBroker.exe	Win32_Process	20201030093353.442285-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	SgrmBroker.exe	18408	103	19375000	SgrmBroker.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	419	5120	23756	6288	1012	8324	2.20339E+12	11556	8	6438912	18408	8	35	8	36	2	80480	0	7	61250000	2.20338E+12	10.0.19041	7995392	0	0																																									
svchost.exe	Win32_Process	20201030093354.440325-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	17548	217	306718750	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	233011	5704672	232522	2848	1012	3032	2.20342E+12	11224	8	2916352	17548	12	107	15	125	3	36	0	4	144687500	2.20341E+12	10.0.19041	9502720	0	0																																									
svchost.exe	Win32_Process	20201030093355.825283-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	14440	363	23593750	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	2628	120192	24111	6112	1012	8292	2.20347E+12	24968	8	6258688	14440	20	169	25	212	25	638374	0	7	17031250	2.20344E+12	10.0.19041	20656128	21	82432																																									
svchost.exe	Win32_Process	20201030093357.150180-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	18296	310	6875000	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	780	4856	10444	3044	1012	3616	2.20343E+12	12256	8	3117056	18296	14	103	15	107	16	526028	0	7	4531250	2.20342E+12	10.0.19041	9519104	15	2400																																									
svchost.exe	C:\WINDOWS\system32\svchost.exe	#NAME?	UnistackSvcGroup	Win32_Process	20201030093357.940013-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	C:\WINDOWS\system32\svchost.exe	17796	527	40000000	1380	200	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1192	20884	38246	6208	1012	8000	2.20376E+12	39832	8	6356992	17796	28	232	31	257	338	7998180	1	5	57343750	2.20374E+12	10.0.19041	35614720	27	314084																																			
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	#NAME?	#NAME?	"--field-trial-handle=1664,11356707257513468811,1111408149943003233,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	"--app-path=""C:\Users\kiran\AppData\Local\Programs\Microsoft"	VS	"Code\resources\app"""	#NAME?	#NAME?	#NAME?	"--preload=""C:\Users\kiran\AppData\Local\Programs\Microsoft"	VS	"Code\resources\app\out\vs\workbench\contrib\webview\electron-browser\pre\electron-index.js"""	#NAME?	--background-color=#fff	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201030093408.844408-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	6056	341	122968750	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	434	6298	39180	35940	7868	41720	2.21219E+12	89328	8	36802560	6056	23	468	24	475	574	182093	1	16	821250000	2.20795E+12	10.0.19041	66932736	1173	315192
CodeHelper.exe	c:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\platform\files\node\watcher\win32\CodeHelper.exe	d:\GitProjects\VCF-SimplifyDev	Win32_Process	20201030093408.863389-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	CodeHelper.exe	c:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\resources\app\out\vs\platform\files\node\watcher\win32\CodeHelper.exe	16264	200	468750	1380	200	CodeHelper.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	244	6888	4821	7744	15760	7928	139100160	12000	8	7929856	16264	15	197	16	197	13	53598	1	5	937500	135389184	10.0.19041	10944512	0	0																																		
conhost.exe	\??\C:\WINDOWS\system32\conhost.exe	0x4	Win32_Process	20201030093408.970098-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	C:\WINDOWS\system32\conhost.exe	17452	96	312500	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	46	2230	3438	6296	16264	6356	2.20342E+12	10944	8	6447104	17452	8	119	8	119	0	0	1	2	781250	2.20342E+12	10.0.19041	4984832	0	0																																				
python.exe	C:\Users\kiran\AppData\Local\Programs\Python\Python38-32\python.exe	c:\Users\kiran\.vscode\extensions\ms-python.python-2020.9.114305\pythonFiles\pyvsc-run-isolated.py	c:\Users\kiran\.vscode\extensions\ms-python.python-2020.9.114305\pythonFiles\completion.py	Win32_Process	20201030093416.370852-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	python.exe	C:\Users\kiran\AppData\Local\Programs\Python\Python38-32\python.exe	6244	131	8125000	1380	200	python.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	8140	462168	9836	22916	16892	23124	89939968	30440	8	23465984	6244	22	130	23	131	831	7812180	1	2	21093750	83058688	10.0.19041	8781824	221	45713																																			
conhost.exe	\??\C:\WINDOWS\system32\conhost.exe	0x4	Win32_Process	20201030093416.398248-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	C:\WINDOWS\system32\conhost.exe	8216	96	312500	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	34	1618	3423	6332	6244	6416	2.20342E+12	10976	8	6483968	8216	8	119	8	119	0	0	1	2	312500	2.20342E+12	10.0.19041	5111808	0	0																																				
python.exe	C:\Users\kiran\AppData\Local\Programs\Python\Python38-32\python.exe	c:\Users\kiran\.vscode\extensions\ms-python.python-2020.9.114305\pythonFiles\lib\python\jedi\inference\compiled\subprocess\__main__.py	c:\Users\kiran\.vscode\extensions\ms-python.python-2020.9.114305\pythonFiles\lib\python	3.8.1	Win32_Process	20201030093417.966065-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	python.exe	C:\Users\kiran\AppData\Local\Programs\Python\Python38-32\python.exe	11864	121	2500000	1380	200	python.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	4710	309590	5652	11008	6244	11236	76836864	18292	8	11272192	11864	16	127	17	128	618	2901946	1	1	10156250	69955584	10.0.19041	8417280	216	293280																																		
conhost.exe	\??\C:\WINDOWS\system32\conhost.exe	0x4	Win32_Process	20201030093417.981943-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	C:\WINDOWS\system32\conhost.exe	15364	96	312500	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	33	1568	3450	6332	11864	6388	2.20342E+12	10956	8	6483968	15364	8	119	8	119	0	0	1	2	312500	2.20342E+12	10.0.19041	4956160	0	0																																				
python.exe	C:\Users\kiran\Anaconda3\python.exe	c:\Users\kiran\.vscode\extensions\ms-python.python-2020.9.114305\pythonFiles\pyvsc-run-isolated.py	c:\Users\kiran\.vscode\extensions\ms-python.python-2020.9.114305\pythonFiles\completion.py	Win32_Process	20201030093437.156226-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	python.exe	C:\Users\kiran\Anaconda3\python.exe	1048	183	52656250	1380	200	python.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	200409	16591156	47104	74712	16848	76488	4489719808	77624	8	76505088	1048	43	169	45	172	21594	50959902	1	2	676406250	4485591040	10.0.19041	8646656	8035	4020125																																			
conhost.exe	\??\C:\WINDOWS\system32\conhost.exe	0x4	Win32_Process	20201030093437.164549-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	C:\WINDOWS\system32\conhost.exe	1400	96	156250	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	43	2068	3420	6300	1048	6360	2.20342E+12	10948	8	6451200	1400	8	119	8	119	0	0	1	2	312500	2.20342E+12	10.0.19041	4968448	0	0																																				
SystemSettings.exe	C:\Windows\ImmersiveControlPanel\SystemSettings.exe	#NAME?	Win32_Process	20201030093504.633864-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	SystemSettings.exe	C:\Windows\ImmersiveControlPanel\SystemSettings.exe	15620	1032	125468750	1380	200	SystemSettings.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	13444	29579467	93615	43548	1152	71076	2.20391E+12	111968	8	44593152	15620	50	1021	75	1168	20	18984	1	29	32343750	2.2039E+12	10.0.19041	50708480	1	24																																				
Calculator.exe	C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.2009.4.0_x64__8wekyb3d8bbwe\Calculator.exe	#NAME?	Win32_Process	20201030093515.047394-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Calculator.exe	C:\Program	Files\WindowsApps\Microsoft.WindowsCalculator_10.2009.4.0_x64__8wekyb3d8bbwe\Calculator.exe	12356	642	37812500	1380	200	Calculator.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	851	21032	87940	39528	1152	40252	4758577152	71652	8	40476672	12356	31	1610	33	1650	2	8192	1	12	52187500	4747935744	10.0.19041	43577344	0	0																																			
Zoom.exe	C:\Users\kiran\AppData\Roaming\Zoom\bin\Zoom.exe	Win32_Process	20201030093609.170626-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Zoom.exe	C:\Users\kiran\AppData\Roaming\Zoom\bin\Zoom.exe	16768	814	1559375000	1380	200	Zoom.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	6657988	131561163	122107	96572	9664	97256	421830656	109584	8	98889728	16768	62	488	95	506	48502	40844070	1	28	2137812500	407437312	10.0.19041	57032704	5700	3735485																																					
dllhost.exe	C:\WINDOWS\system32\DllHost.exe	/Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}	Win32_Process	20201030093737.067630-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	dllhost.exe	C:\WINDOWS\system32\DllHost.exe	2468	351	24687500	1380	200	dllhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	729	7272	85719	5340	1152	28632	2.20354E+12	49092	8	5468160	2468	17	220	22	272	1	3408	1	5	37968750	2.20348E+12	10.0.19041	18518016	0	0																																				
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	Win32_Process	20201030095746.113980-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	2280	5215	96881562500	592732	591552	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	8415488	135004075	60493120	553540	4532	847100	2.22321E+12	941848	8	566824960	2280	2388	2097	7406	2287	17591142	16738654106	1	107	73769843750	2.20769E+12	10.0.19041	632508416	24646453	27896168287																																			
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	#NAME?	#NAME?	#NAME?	2.0201E+13	#NAME?	1224	#NAME?	1636	#NAME?	1	#NAME?	237649	#NAME?	C:\Program Files\Mozilla Firefox\browser	-	2280	\\.\pipe\gecko-crash-server-pipe.2280	1680	gpu	Win32_Process	20201030095746.777689-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	1412	1780	13065468750	1380	200	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	6870	593902	36877206	1764220	2280	1932020	2.20693E+12	1307192	8	1806561280	1412	381	2488	419	2691	15123022	13500618870	1	56	65896875000	2.2069E+12	10.0.19041	1032896512	17795660	1861294873																
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	#NAME?	#NAME?	#NAME?	1	#NAME?	#NAME?	3056	#NAME?	2588	#NAME?	827	#NAME?	237649	#NAME?	2.0201E+13	#NAME?	C:\Program Files\Mozilla Firefox\browser	-	2280	\\.\pipe\gecko-crash-server-pipe.2280	3064	tab	Win32_Process	20201030095749.006600-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	13184	1574	1662968750	1380	200	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	115812	3662780	9963586	885700	2280	917968	2.20753E+12	841712	4	906956800	13184	209	1714	223	1778	2094920	648741302	1	47	12006250000	2.2075E+12	10.0.19041	589733888	838117	730961854													
CompPkgSrv.exe	C:\Windows\System32\CompPkgSrv.exe	#NAME?	Win32_Process	20201030095749.704791-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	CompPkgSrv.exe	C:\Windows\System32\CompPkgSrv.exe	9168	138	2031250	1380	200	CompPkgSrv.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	182	1682	6317	2040	1152	2388	2.20342E+12	8988	8	2088960	9168	8	114	9	115	1	3492	1	1	4531250	2.20341E+12	10.0.19041	7868416	0	0																																				
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	#NAME?	#NAME?	#NAME?	3	#NAME?	#NAME?	4116	#NAME?	4184	#NAME?	966	#NAME?	237649	#NAME?	2.0201E+13	#NAME?	C:\Program Files\Mozilla Firefox\browser	-	2280	\\.\pipe\gecko-crash-server-pipe.2280	3372	tab	Win32_Process	20201030095750.053529-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	14216	663	440156250	1380	200	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	3790	107696	1396950	122912	2280	195672	2.2062E+12	201360	8	125861888	14216	76	861	85	868	1144040	257125559	1	33	2233906250	2.20616E+12	10.0.19041	157085696	114255	165219672													
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	#NAME?	#NAME?	#NAME?	4	#NAME?	#NAME?	4576	#NAME?	3008	#NAME?	7431	#NAME?	237649	#NAME?	2.0201E+13	#NAME?	C:\Program Files\Mozilla Firefox\browser	-	2280	\\.\pipe\gecko-crash-server-pipe.2280	3308	tab	Win32_Process	20201030095751.179499-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	648	835	52031250	1380	200	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	2843	94394	66760	67168	2280	67848	2.20623E+12	92780	8	68780032	648	63	1161	65	1165	130095	63018374	1	30	241093750	2.2062E+12	10.0.19041	60088320	85899	10464600													
svchost.exe	Win32_Process	20201030101643.526352-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	16600	547	158437500	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	185657	465521362	103286	12628	1012	16940	2.20363E+12	25952	8	12931072	16600	33	186	2940	199	24264	3295726	0	16	121406250	2.20362E+12	10.0.19041	22003712	7024	677392501																																									
